chr,start,stop,CpG_count,mean_group1,mean_group2,logFC,logCPM,PValue,FDR,fold_change
chr3,194096001,194096500,16,21.5,3.5,1.88275609465532,1.6957392504391,2.4959336851758e-4,0.02207637211437,3.68778895285564
chr3,194266501,194267000,6,17,2.5,2.0169550238776,1.39500283723641,0.001200937811076,0.0450936922553617,4.04728662768716
chr3,194324501,194325000,6,24.5,2.5,2.54613867412518,1.78954694439252,1.45568377589996e-5,0.00817472686178485,5.84068943192683
chr3,194326501,194327000,2,20.5,2.5,2.29042140542482,1.59377999360448,2.8524984343243e-4,0.022742288502237,4.8919898326707
chr3,194352001,194352500,12,40,5,2.2797250135041,2.44103944617745,2.73230282315912e-6,0.00332277228902671,4.85585389392387
chr3,194603501,194604000,13,22,2.5,2.38592890375281,1.66751799344147,2.57711574672944e-5,0.0106699895881097,5.22680343149928
chr3,194877501,194878000,13,17,2.5,2.01549335362871,1.39301861382997,0.00102229173134099,0.039071528033069,4.04318818519355
chr3,195030001,195030500,12,24,3,2.25653772528978,1.7892378636803,1.62097732218846e-5,0.00888150974480863,4.77843344736793
chr3,195249001,195249500,14,21.5,4,1.69498665256496,1.72252662473572,0.00111032032231967,0.0419344081009536,3.23773891134229
chr3,195253001,195253500,10,18,2.5,2.09867557362611,1.45354732307899,7.5825031903543e-4,0.0375689514448215,4.28316000788412
chr3,195334501,195335000,2,7,13.5,-1.63396151643147,1.48335220537007,6.1130901066744e-4,0.0332296418298876,0.322202252179858
chr3,195697001,195697500,18,29,2.5,2.7793701524715,1.97594881580336,1.99756860963353e-7,7.0800904883112e-4,6.86552550633018
chr3,195702501,195703000,11,31,4,2.21967195193679,2.11615798400072,7.64540912031153e-7,0.0015351649981407,4.65787509177246
chr3,195715501,195716000,14,29,5,1.82016200137504,2.08448823254789,2.44497798346e-4,0.0217239916706777,3.53120848511345
chr3,195957001,195957500,13,19.5,3,1.96633251191416,1.56857134838611,0.00129467665508099,0.0468148723918073,3.90773466556271
chr3,195974001,195974500,18,37,7,1.69572836165663,2.41807784390262,3.4443739293877e-4,0.0259240037606226,3.23940390479995
chr3,196057001,196057500,14,21,3,2.06776592221992,1.64503831912695,8.4027996564854e-4,0.0375689514448215,4.19236963342812
chr3,196137001,196137500,11,20,3.5,1.77918182349925,1.62012206761974,9.4806272481996e-4,0.0375689514448215,3.4323146706053
chr3,196221501,196222000,21,23.5,2.5,2.48954624037215,1.74374518440168,4.85210820650159e-5,0.0135727932641176,5.6160128643841
chr3,196337501,196338000,14,17,2.5,2.01697498741477,1.39500915820374,0.00121260247927607,0.0454890595239789,4.0473426330894
chr3,196354001,196354500,8,5.5,12.5,-1.86051297288544,1.32902817200743,0.00127393352744358,0.0468148723918073,0.275378346462393
chr3,196812501,196813000,7,3,9,-2.23531085207715,0.865976756016936,5.3625693651824e-4,0.0297607045315696,0.212375485107044
chr3,197110001,197110500,2,23.5,29,-1.0065444103068,2.69545014653179,6.1926976369467e-4,0.0335714334339966,0.497737016821144
chr3,197166001,197166500,6,23,3.5,1.97941129473768,1.76812803422481,2.2468852642605e-4,0.0217239916706777,3.9433213802948
chr3,197316001,197316500,13,28.5,3,2.50355473700041,1.98185756176267,9.46046985441131e-7,0.00161564499301336,5.67080967477862
chr3,197380001,197380500,14,21,2.5,2.31931240155401,1.61751867778154,6.95219111979916e-5,0.0137874027918808,4.99094291071015
chr3,197678501,197679000,16,28.5,5.5,1.6528538694797,2.08420812336279,5.1824301147352e-4,0.0290951018046358,3.14455064102699
chr3,197679001,197679500,14,35,3,2.79779996374949,2.21576795908381,4.18882218960651e-9,5.20486675170798e-5,6.95379223884905
chr3,197679501,197680000,13,28.5,2.5,2.75753234058296,1.96055919730215,9.52156471567786e-8,4.4752513310694e-4,6.76238587028671
chr3,197763001,197763500,11,18.5,3,1.88356609930441,1.51135942650397,0.00112607882244525,0.0424954708673481,3.68986005231436
chr3,197994001,197994500,3,4.5,10.5,-1.89338741268854,1.11519873308842,0.00119434271604462,0.0449298822357862,0.269174301886823
chr4,709501,710000,11,20,3,1.99533202858123,1.59410156743712,2.7774605082964e-4,0.0222887133721529,3.98707855062565
chr4,740001,740500,14,19,2.5,2.1760310599366,1.51036952625511,2.9658620355118e-4,0.0235696530509832,4.51908614912463
chr4,755001,755500,23,22,2.5,2.41779675381246,1.67333864982786,4.670157978353e-4,0.0281127206952951,5.34354346468284
chr4,1301001,1301500,15,19,3.5,1.70580168675474,1.56888683934245,0.00146087551760723,0.0495025930737536,3.26210153318825
chr4,1373001,1373500,12,19.5,3,1.95898658417909,1.56595189357734,4.3454440351936e-4,0.0281127206952951,3.88788779775044
chr4,1425001,1425500,4,6,14.5,-1.94156653983147,1.48874022828136,5.9248889102019e-4,0.032302656893372,0.260333605344543
chr4,1697501,1698000,14,20.5,3,2.03464556649186,1.62108762120563,4.9061796633051e-4,0.0281127206952951,4.09722058550052
chr4,4485501,4486000,12,17.5,2.5,2.05754946020536,1.42260499594444,0.00132530489594921,0.0468148723918073,4.16278618961093
chr4,6665001,6665500,10,34.5,5,2.07998061253999,2.27636896443291,7.49245430933378e-5,0.0141666089873896,4.22801534425777
chr4,7800001,7800500,10,19.5,3.5,1.74291082278228,1.59312022939076,0.00146087551760723,0.0495025930737536,3.34709807037681
chr4,11589001,11589500,3,3.5,9.5,-2.0990156650936,0.954096518460962,0.00132761782913838,0.0468148723918073,0.233417451718084
chr4,11599001,11599500,3,5,11.5,-1.8775143732387,1.22358953516309,5.2031535949411e-4,0.0290951018046358,0.272152204377866
chr4,11599501,11600000,8,2.5,8,-2.31627382100431,0.722433450575786,9.0790565014276e-4,0.0375689514448215,0.200785386856066
chr4,15025501,15026000,2,5.5,12,-1.80469092094606,1.29501061227175,7.5825031903543e-4,0.0375689514448215,0.286242357363797
chr4,15026001,15026500,7,7,13,-1.57988264892053,1.4534708279485,9.4806272481996e-4,0.0375689514448215,0.334509097085018
chr4,15154501,15155000,2,4,11,-2.11594350980424,1.1176345739384,0.00114101231461145,0.043007889136673,0.23069465607115
chr4,15227001,15227500,4,2.5,8.5,-2.40270538272313,0.770775557416773,4.9049913259967e-4,0.0281127206952951,0.189109614384719
chr4,22921001,22921500,5,10,16,-1.37235026154541,1.77588247051002,8.1054752997944e-4,0.0375689514448215,0.386261485793193
chr4,22996501,22997000,2,6,11.5,-1.6215801390611,1.29264181371199,0.001200937811076,0.0450936922553617,0.324979329100705
chr4,23154001,23154500,3,2.5,8.5,-2.40264779181405,0.772889607184618,4.9049913259967e-4,0.0281127206952951,0.189117163597603
chr4,24086501,24087000,4,2.5,8,-2.31740061335612,0.721701060845084,0.00104795179827676,0.0399807670763997,0.200628628079566
chr4,26718001,26718500,3,3.5,10,-2.1735890068065302,0.996089326473174,5.4925102199915e-4,0.0301953170433493,0.221658561624242
chr4,26783001,26783500,6,2.5,8.5,-2.40268645988701,0.771486475623883,4.9049913259967e-4,0.0281127206952951,0.189112094821409
chr4,28451001,28451500,3,3.5,10,-2.17355034320501,0.997474895838525,5.4925102199915e-4,0.0301953170433493,0.22166450205718
chr4,38095501,38096000,9,4,10,-1.99332728428438,1.03514153635863,0.00128620407832962,0.0468148723918073,0.251158971678042
chr4,39229501,39230000,4,5,12.5,-1.99658796597777,1.2973890168965,1.9505649916011e-4,0.0216419271433569,0.250591960169958
chr4,41665001,41665500,5,4.5,10.5,-1.89440683189481,1.11521817666985,8.8297719639636e-4,0.0375689514448215,0.268984168475974
chr4,41981501,41982000,17,18.5,2.5,2.1357484901525,1.48059238990839,6.6977347341077e-4,0.0352247082663249,4.39465066938558
chr4,53462001,53462500,6,5,11,-1.81422091260307,1.18712244736644,8.7352775580082e-4,0.0375689514448215,0.284357761366839
chr4,53496501,53497000,7,18.5,2.5,2.13790029458104,1.48323660053563,4.7567056267043e-4,0.0281127206952951,4.40121025697995
chr4,53583501,53584000,4,12.5,22.5,-1.5459730705432,2.16116068508242,4.06567533214212e-5,0.0130507276524771,0.342464637403041
chr4,53584001,53584500,3,6.5,15,-1.89830758880237,1.54307665633301,6.0361581585422e-4,0.0328579283036036,0.268257871766199
chr4,53592501,53593000,12,26,4,1.96726677556171,1.92181337159834,5.28589070315604e-5,0.0135727932641176,3.91026606458206
chr4,53596001,53596500,3,5,11.5,-1.87734597928155,1.22564325536476,5.118616161639e-4,0.028919031002322,0.272183972326085
chr4,53657501,53658000,10,24,4,1.85251715309947,1.83671675808793,2.0039279904216e-4,0.0217239916706777,3.61129719505402
chr4,53701001,53701500,7,16.5,21.5,-1.08280582089277,2.26319623580629,0.00142975703298612,0.0487050918842543,0.472109748769344
chr4,53866001,53866500,11,23,3,2.19515864243454,1.74022438540265,4.33406071010439e-5,0.0130836106711051,4.57940017725868
chr4,53899501,53900000,7,16,23,-1.22346449304239,2.3020570486559,4.5919904229231e-4,0.0281127206952951,0.42825307395115
chr4,53919001,53919500,5,26.5,5,1.69277225023396,1.98877823638478,0.00103236061812195,0.0394350082786972,3.2327730960962
chr4,53922001,53922500,5,19.5,2.5,2.21323624758933,1.53891211646017,1.8385892105222e-4,0.0208690299986604,4.63714309780354
chr4,53928001,53928500,10,20,2.5,2.26835123510741,1.56889077577273,4.140964933514e-4,0.0281127206952951,4.81772229338481
chr4,53996501,53997000,2,4.5,14.5,-2.35649997912372,1.39748032854245,4.93963828300489e-6,0.00468411166122825,0.195264287696088
chr4,54006001,54006500,7,19,3.5,1.70574421795154,1.56692624975359,0.00146087551760723,0.0495025930737536,3.2619715921183
chr4,54006501,54007000,5,18,2.5,2.09774294184961,1.45224062155666,8.851094039511e-4,0.0375689514448215,4.2803920492152
chr4,54022001,54022500,11,2.5,8.5,-2.40553137053141,0.770788595248471,6.5378740062064e-4,0.0344040542334682,0.188739544223007
chr4,54025501,54026000,10,29,4.5,1.95774376028281,2.06207901338346,2.76765328434196e-5,0.0112732128661101,3.88453998060825
chr4,54072001,54072500,13,30,6.5,1.48504673182415,2.17435002561682,5.2885716207615e-4,0.0295121515695261,2.79926240351962
chr4,54091501,54092000,24,20,3,1.99527701219164,1.59409529248765,2.740699281129e-4,0.0221995249485186,3.98692650845579
chr4,54093501,54094000,18,33,8.5,1.23973339141845,2.342464919633,0.00128092676099487,0.0468148723918073,2.3615488706942
chr4,54101001,54101500,28,46,3.5,2.97452165096413,2.55733162865759,2.89347297738276e-12,1.35996752425832e-7,7.85995825910282
chr4,54109001,54109500,29,38,8.5,1.44240831645476,2.48939162638941,7.56381714913604e-5,0.0141666089873896,2.71774164473852
chr4,54124501,54125000,18,32.5,4.5,2.1212441094115,2.18577290523694,1.8170946307718e-6,0.00237271242501248,4.35068965414913
chr4,54199001,54199500,9,19.5,2.5,2.2107530019979,1.53693655677054,2.8756951578648e-4,0.0229086734349027,4.6291682588764
chr4,54219001,54219500,8,22,3,2.13173697313795,1.69411024517731,6.65228063661932e-5,0.0137575259285099,4.38244800112517
chr4,54226001,54226500,26,45.5,10,1.467292256268,2.72113755479506,6.661287909764e-4,0.0350432563458876,2.76502448560824
chr4,54231501,54232000,30,20.5,3.5,1.8145263793424,1.6453474502579,6.1130901066744e-4,0.0332296418298876,3.51744137743401
chr4,54244501,54245000,9,5.5,14.5,-2.066461478246,1.45846631456328,4.4495435797645e-4,0.0281127206952951,0.2387443541639
chr4,54248001,54248500,6,3.5,10,-2.17356953822108,0.996778726297744,5.4925102199915e-4,0.0301953170433493,0.221661552836968
chr4,54273501,54274000,12,28.5,6,1.52498164283932,2.09957449190526,3.5056770820515e-4,0.0263413851717243,2.87783054165653
chr4,54279501,54280000,3,8,14.5,-1.54758858718338,1.59850401893279,0.00109793529405193,0.0415420809582574,0.342081363284749
chr4,54294001,54294500,8,35.5,8,1.43115111338006,2.40371665479453,1.8662483008053e-4,0.0210605841572388,2.6966179027242
chr4,54295001,54295500,11,22.5,3.5,1.9480433526955,1.74503685852345,2.3017294825839e-4,0.0217239916706777,3.85850868400352
chr4,54321001,54321500,5,21,2.5,2.31933127882136,1.61817393993658,6.95219111979916e-5,0.0137874027918808,4.99100821625109
chr4,54452001,54452500,3,3,9,-2.2353105782168,0.865970241569794,5.3625693651824e-4,0.0297607045315696,0.212375525421336
chr4,55317501,55318000,5,2.5,8.5,-2.40266671516076,0.772178112567097,4.9049913259967e-4,0.0281127206952951,0.189114683027501
chr4,55431001,55431500,4,17.5,30.5,-1.49959530196242,2.58424206415512,9.6500295183339e-4,0.0375689514448215,0.353652581641673
chr4,55637001,55637500,16,18,2.5,2.09869445825443,1.45421361627225,7.5825031903543e-4,0.0375689514448215,4.28321607407405
chr4,55822001,55822500,6,2.5,8.5,-2.40366268666301,0.772165063599402,8.9882096089523e-4,0.0375689514448215,0.1889841718457
chr4,55842501,55843000,10,2.5,8,-2.31621906276544,0.721714109945186,8.5888038110361e-4,0.0375689514448215,0.200793007914239
chr4,55952001,55952500,5,11,18.5,-1.44511367063939,1.93933926206983,2.6792910905346e-4,0.0221995249485186,0.367263220332981
chr4,55956501,55957000,12,20,3,1.99521927667366,1.59214779331491,4.3454440351936e-4,0.0281127206952951,3.98676695799316
chr4,55997501,55998000,5,11.5,20,-1.49380597683397,2.02389196966145,5.17566326354526e-5,0.0135727932641176,0.355074589202921
chr4,56047501,56048000,15,23,3,2.19539186430257,1.74086436035681,4.10755339587748e-5,0.0130507276524771,4.58014052956072
chr4,56443001,56443500,11,20.5,3.5,1.81460725997962,1.64663111232241,6.1852675809572e-4,0.0335395638167486,3.51763857841322
chr4,56506001,56506500,22,22.5,4,1.767877769495,1.77101059701394,0.0012622313524644,0.0468148723918073,3.40552628988319
chr4,56507001,56507500,13,25.5,3.5,2.12726500544099,1.87739630778599,3.64135913924381e-5,0.0130507276524771,4.36888461997323
chr4,56610501,56611000,2,3,10.5,-2.4555313562014,0.998502064200456,1.0444273332139e-4,0.0161166266587933,0.182310384280574
chr4,56634001,56634500,9,29.5,5.5,1.70616254280183,2.12204490653408,3.367413918865e-4,0.0255296215294401,3.26291757279564
chr4,56788501,56789000,8,28,3,2.47868727052229,1.96028233854413,5.19107114455619e-6,0.00479721079511063,5.57390058298134
chr4,56817501,56818000,12,25.5,5.5,1.4891475015335,1.96688591059976,0.00127656161875869,0.0468148723918073,2.80723044941148
chr4,56833501,56834000,10,17,2.5,2.0169550238776,1.39500283723641,0.001200937811076,0.0450936922553617,4.04728662768716
chr4,56926001,56926500,15,27.5,3.5,2.23583138548592,1.96308189283875,5.79111742491349e-6,0.00479721079511063,4.71034060668006
chr4,56930001,56930500,4,7,14.5,-1.73634115548934,1.54337825916278,2.4959336851758e-4,0.02207637211437,0.300129876477546
chr4,57055501,57056000,18,32,5.5,1.81493343929712,2.20623707406971,1.43736917980951e-5,0.00808447622118164,3.51843397219625
chr4,57194001,57194500,12,34,5,2.05064388130645,2.25859364075531,3.58119038480858e-5,0.0130068934895622,4.14290828147823
chr4,57302001,57302500,4,5,11,-1.81379096612105,1.1878147620438,8.2667203922442e-4,0.0375689514448215,0.284442517212671
chr4,57313501,57314000,2,8,14,-1.49733639490365,1.56888976391875,8.3117616330095e-4,0.0375689514448215,0.354206748692198
chr4,57471501,57472000,6,5.5,12,-1.80470959866573,1.29434214288964,7.6830456842298e-4,0.0375689514448215,0.286238651577232
chr4,60783001,60783500,4,2.5,10,-2.63547220012073,0.912267251943597,1.1872590034213e-4,0.0161166266587933,0.160932521180339
chr4,61522501,61523000,6,10,15.5,-1.32685698850922,1.75081371648002,0.00122941400433796,0.0460829043786913,0.398635752281249
chr4,64863501,64864000,12,3,9,-2.23062449467655,0.86665854942468,0.00127019765345792,0.0468148723918073,0.213066473591106
chr4,65068001,65068500,3,5,12.5,-1.99667548461824,1.29669383495789,1.9270198175852e-4,0.0214969026490991,0.250576758896064
chr4,65068501,65069000,5,7,15,-1.78499561713065,1.57021033918678,6.65228063661932e-5,0.0137575259285099,0.290176860144211
chr4,65296501,65297000,4,2.5,8,-2.31623940192454,0.722407340880041,8.9235193485693e-4,0.0375689514448215,0.200790177148186
chr4,65384501,65385000,5,7.5,14,-1.58838264253207,1.54169630807878,0.00115363516218508,0.0434730683622064,0.332544048715255
chr4,65596501,65597000,4,19,24,-1.03890999874249,2.42770250228994,0.00118742570781928,0.0446778893206803,0.486695048173346
chr4,65946501,65947000,19,22,3,2.12728587582243,1.69153592274926,2.2263123983251e-4,0.0217239916706777,4.36894782179028
chr4,65998001,65998500,9,3,9.5,-2.31363576439071,0.910538029545496,4.8120538986665e-4,0.0281127206952951,0.201152871166449
chr4,66724001,66724500,4,7,13,-1.57988264892053,1.4534708279485,9.4806272481996e-4,0.0375689514448215,0.334509097085018
chr4,67482001,67482500,4,9,16.5,-1.56600789463895,1.75477157390133,2.717380999464e-4,0.0221995249485186,0.337741672956862
chr4,67482501,67483000,1,5.5,12.5,-1.86329496003396,1.32697643778963,1.97315569072e-4,0.0217239916706777,0.274847838746513
chr4,67576001,67576500,4,3,10,-2.38526417069271,0.956540565475608,1.947045099638e-4,0.0216210608112124,0.191409697556708
chr4,67697501,67698000,1,3.5,10,-2.17356926439659,0.996772224992287,5.4925102199915e-4,0.0301953170433493,0.221661594908483
chr4,67980001,67980500,2,2.5,9.5,-2.5634376694157,0.866968534101125,0.00133788991974166,0.0468148723918073,0.169171955514711
chr4,68152501,68153000,6,16.5,2.5,1.9770703635139,1.36609244878907,0.00111897785863526,0.042244195419431,3.93692809637793
chr4,68312501,68313000,1,4,10.5,-2.05827316214426,1.07760178185564,8.9316287822189e-4,0.0375689514448215,0.240103250157842
chr4,70703001,70703500,15,22,3.5,1.91569896715959,1.7202746882934,1.5813298703289e-4,0.0188765665532463,3.77296565418304
chr4,70726501,70727000,11,21,2.5,2.31929297635213,1.61687614221238,6.95219111979916e-5,0.0137874027918808,4.99087571049237
chr4,71036001,71036500,5,5.5,14.5,-2.07543343324152,1.45783737115626,5.13323301827261e-5,0.0135727932641176,0.237264237515195
chr4,71036501,71037000,6,7,17.5,-1.98319250327181,1.71130335572778,4.5820504545064e-4,0.0281127206952951,0.252929548831195
chr4,71096001,71096500,5,3,9,-2.23731089223457,0.865256156511389,0.00114143237364446,0.0430210686062806,0.212081268244932
chr4,72313501,72314000,4,4,12,-2.25030705170476,1.1911984058284,8.25170625308118e-5,0.0149468075712041,0.21017936615301
chr4,72431001,72431500,5,17,24.5,-1.22765555208834,2.38300544368215,1.9060006531907e-4,0.0213406532793111,0.42701079517671
chr4,73096001,73096500,2,8,15.5,-1.64292867308304,1.65421465127531,3.25188976732e-4,0.0249088350555267,0.320205795932113
chr4,73096501,73097000,5,9,17.5,-1.65019408512392,1.80508688399177,1.2434332247754e-4,0.0163347445875866,0.318597293194133
chr4,74075501,74076000,14,16.5,2.5,1.97372067319269,1.36277633426948,9.0829289258274e-4,0.0375689514448215,3.92779782846689
chr4,74364501,74365000,15,24,4,1.8523893879095,1.83482628789903,2.0591386392768e-4,0.0217239916706777,3.61097739244227
chr4,75222501,75223000,3,6.5,14.5,-1.84404657218542,1.51435652749755,6.7046611309999e-4,0.0352594201844841,0.278539420923083
chr4,77958001,77958500,5,4.5,11,-1.96097157414912,1.15215103995885,5.3847666330657e-4,0.029818069377163,0.256855420693881
chr4,80023501,80024000,5,3.5,10,-2.17356953822108,0.996778726297744,5.4925102199915e-4,0.0301953170433493,0.221661552836968
chr4,102560001,102560500,5,2.5,9,-2.48414549841163,0.821749104926232,1.5898887368693e-4,0.0189307741623729,0.178730097131765
chr4,137955501,137956000,3,6.5,13,-1.68475661642602,1.42191017557617,7.3461115103183e-4,0.0369367934192102,0.31105538414035
chr4,140124001,140124500,7,2.5,8,-2.31623942056692,0.722407340880041,8.923677352078e-4,0.0375689514448215,0.200790174553593
chr4,149886501,149887000,5,2.5,8.5,-2.40266753679566,0.772197686226881,4.9049913259967e-4,0.0281127206952951,0.189114575324088
chr4,155891501,155892000,8,2.5,10,-2.63579790816333,0.912221641861141,2.6544656640274e-4,0.0221995249485186,0.160896192574155
chr4,169470501,169471000,6,4,11,-2.12145783820518,1.11694351706867,7.6693079456716e-4,0.0375689514448215,0.229814568480822
chr5,1806501,1807000,20,30.5,4,2.19633928655655,2.09826433795262,1.24306228328654e-6,0.00195317606682657,4.58314930971014
chr5,4243501,4244000,6,5.5,12.5,-1.86313200457972,1.32901526828255,4.7567056267043e-4,0.0281127206952951,0.27487888514418
chr5,4564001,4564500,2,2.5,9,-2.48383713230215,0.821065026242945,1.8401187531771e-4,0.0208841983780528,0.178768303539709
chr5,8783001,8783500,1,2.5,9,-2.48424374810391,0.820348606323064,1.5741336353817e-4,0.0187989674722654,0.178717925759005
chr5,14405501,14406000,15,20.5,2.5,2.28477518719838,1.59051288919918,1.1335362910833e-4,0.0161166266587933,4.87288166237891
chr5,14710501,14711000,21,21.5,3.5,1.88271834300694,1.69443811822059,2.4959336851758e-4,0.02207637211437,3.68769245409019
chr5,15741501,15742000,5,3,9,-2.23521808234977,0.865989784993901,5.8635675244731e-4,0.0319816641814455,0.21238914194287
chr5,31504001,31504500,5,2.5,8,-2.31579980811587,0.723140032036042,9.5742128048232e-4,0.0375689514448215,0.200851367881546
chr5,32128001,32128500,5,17.5,2.5,2.058355630377,1.42326628636603,0.001200937811076,0.0450936922553617,4.16511298201669
chr5,33058501,33059000,4,3.5,12.5,-2.48702433914461,1.19364563403536,3.3837522195278e-4,0.0256283254702708,0.178373803914567
chr5,33985001,33985500,6,10,17,-1.45927410531575,1.8260889240262,3.5952108941617e-4,0.0269131198843148,0.363676067590936
chr5,34191501,34192000,17,21,2.5,2.31443938902938,1.61493102361403,1.5075535708994e-4,0.0180777329078453,4.9741133672146
chr5,34192501,34193000,12,27.5,3.5,2.23556893681176,1.9605921154599,5.47966724204947e-6,0.00479721079511063,4.70948380037327
chr5,37877501,37878000,4,5,11,-1.81332436192622,1.19055426055477,8.7023451285236e-4,0.0375689514448215,0.284534528020994
chr5,40635501,40636000,5,3,12.5,-2.70498088278775,1.15864894590544,6.23153829649166e-6,0.00489213317471299,0.1533626543582
chr5,40942001,40942500,2,7,13.5,-1.63398097589015,1.48268813353486,6.1130901066744e-4,0.0332296418298876,0.322197906258543
chr5,44822001,44822500,7,4,9.5,-1.91535584851748,0.993666996071993,9.1693449057221e-4,0.0375689514448215,0.265106537318896
chr5,49602001,49602500,10,31.5,46,-1.25012019915746,3.23866995056621,1.66897981101889e-7,6.1944394986814e-4,0.420413179146371
chr5,49661001,49661500,10,18,27.5,-1.31215522411656,2.50689447258018,2.87274962451378e-5,0.0116398904838414,0.402718813404076
chr5,52969001,52969500,7,3,9,-2.23754360558019,0.864561889337862,7.5422328496351e-4,0.0375689514448215,0.21204706131986
chr5,53380001,53380500,6,7.5,14.5,-1.63889978073874,1.57053556137112,5.406036732416e-4,0.0299312526339065,0.321101257316809
chr5,54770501,54771000,4,3,13,-2.76120356775002,1.19393265231475,7.75618393374751e-7,0.0015351649981407,0.147500978704728
chr5,55318501,55319000,5,4.5,10.5,-1.89449107695781,1.11454101395947,0.00112755232764757,0.0425465334794303,0.268968461811734
chr5,57549001,57549500,6,4,13,-2.364000858329,1.26327040521689,1.30534409506528e-5,0.00751391648775415,0.194251701626254
chr5,57590001,57590500,4,4.5,11,-1.96709438809155,1.15144357928033,9.2888866274876e-4,0.0375689514448215,0.255767633329832
chr5,59061001,59061500,4,2.5,9,-2.48424402196431,0.820355127985714,1.5741336353817e-4,0.0187989674722654,0.178717891833778
chr5,59637001,59637500,5,4.5,10,-1.8245742430231,1.07658513407122,0.0014520807776303,0.0492838522771696,0.282324406299
chr5,59792001,59792500,6,3.5,10,-2.17356981204561,0.99678522763047,5.4925102199915e-4,0.0301953170433493,0.221661510765454
chr5,61485501,61486000,6,5.5,12.5,-1.86535893829902,1.3276235703155,0.00121135946869733,0.0454476740351865,0.274454911373894
chr5,62506001,62506500,5,3.5,9.5,-2.10211181451056,0.952701858020413,0.00139199979842231,0.0476049343097729,0.232917054643547
chr5,68328501,68329000,2,4,12,-2.24628678206518,1.19326789341462,2.0043533114638e-4,0.0217239916706777,0.210765876897652
chr5,68329001,68329500,1,3,12,-2.64639485141747,1.12034090469204,1.14003089882867e-5,0.00674353514489981,0.159718700983155
chr5,72517001,72517500,4,4.5,10.5,-1.89442575038573,1.11452157820199,8.8297719639636e-4,0.0375689514448215,0.268980641229369
chr5,73747501,73748000,4,2.5,8,-2.31618039467457,0.723120441178209,8.5888038110361e-4,0.0375689514448215,0.200798389776731
chr5,74476501,74477000,8,3,9.5,-2.31253991235136,0.910525011976835,3.1252679489692e-4,0.0242410264927834,0.201305722266877
chr5,77925001,77925500,4,7.5,13.5,-1.53650150302877,1.51232519149491,0.00126996188760929,0.0468148723918073,0.344720379510745
chr5,77957001,77957500,13,20,3,1.99515299473496,1.5914844299601,4.3929886332371e-4,0.0281127206952951,3.98658379761243
chr5,78211001,78211500,4,2.5,9,-2.48434383014455,0.820361649676044,1.7507973745474e-4,0.020225317065038,0.178705528243376
chr5,83205501,83206000,4,2.5,9,-2.48424374810391,0.820348606323064,1.5741336353817e-4,0.0187989674722654,0.178717925759005
chr5,83418501,83419000,9,3.5,10.5,-2.24342224339253,1.03618469247407,1.0536155125265e-4,0.0161166266587933,0.21118477816855
chr5,83545001,83545500,5,2.5,8.5,-2.40576930516901,0.771499519160396,8.4479063842916e-4,0.0375689514448215,0.188708419161358
chr5,84355001,84355500,6,3.5,10,-2.17360447245764,0.996069830731837,5.7256359207133e-4,0.0312810064592759,0.221656185463301
chr5,87324501,87325000,3,2.5,9,-2.48141743782492,0.822466101328145,6.9710452996328e-4,0.0365879326825666,0.179068386105384
chr5,88330001,88330500,3,5.5,13,-1.9192971011447,1.36225885640175,2.9658620355118e-4,0.0235696530509832,0.264383289572729
chr5,88740001,88740500,7,3.5,13,-2.54894717524396,1.23006911124304,3.50590064666094e-6,0.00358220866187011,0.170879688194475
chr5,89746001,89746500,2,4,10,-1.98858483414036,1.03723543514181,0.00143831407736382,0.0488396089466156,0.251985943928303
chr5,92674001,92674500,6,5.5,11.5,-1.74375490609798,1.25953334181619,0.00141580808931033,0.0482420786475122,0.298591519022762
chr5,93443001,93443500,9,3.5,10.5,-2.24329333942445,1.03895496715685,3.2698525815796e-4,0.0249351170750558,0.211203648249424
chr5,93605501,93606000,9,21,3.5,1.84906414096641,1.6713961158077,3.9175805168684e-4,0.0281127206952951,3.60266408714232
chr5,94569001,94569500,7,9.5,20,-1.76960139053009,1.94158905161586,8.13002390620887e-5,0.0147580042988243,0.293289760617556
chr5,94569501,94570000,16,9,19,-1.79031412075782,1.87221949927055,2.454658329473e-4,0.0217843722567409,0.289109090846144
chr5,95804501,95805000,6,8,15.5,-1.64323699890829,1.65224398284241,1.4365410417343e-4,0.0177288155785391,0.320137370405976
chr5,95805001,95805500,3,3.5,9.5,-2.10030189332982,0.953412054340271,9.1693449057221e-4,0.0375689514448215,0.233209442183862
chr5,96369001,96369500,3,2.5,8.5,-2.40266753679566,0.772197686226881,4.9049913259967e-4,0.0281127206952951,0.189114575324088
chr5,97684001,97684500,10,5,11,-1.81373366709405,1.18988032854782,8.2667203922442e-4,0.0375689514448215,0.284453814543481
chr5,102668001,102668500,4,3,9.5,-2.31292717889661,0.909812797775335,3.3354187548456e-4,0.0253081189986344,0.201251692477518
chr5,107891001,107891500,6,3,10,-2.38578835999991,0.955842118565953,1.8113381757618e-4,0.0207554463395178,0.191340163325109
chr5,108384001,108384500,7,4,10,-1.98862322119864,1.03584788292142,5.4925102199915e-4,0.0301953170433493,0.251979239205438
chr5,111671501,111672000,2,2.5,8.5,-2.40409302815616,0.772210735472231,9.1496068411848e-4,0.0375689514448215,0.188927808165247
chr5,112340501,112341000,6,2.5,10,-2.65148407691155,0.91082213484525,4.9958126403222e-4,0.0284033519877051,0.159156272709439
