"seqnames","start","end","width","strand","chr","CpG_count","mean_group1","mean_group2","logFC","logCPM","PValue","FDR","fold_change","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","contrast","direction"
"chr6",160098501,160099000,500,"*","6",10,19.5,3.5,1.74296828752522,1.59507503045418,0.00094806272481996,0.0375689514448215,3.34723139305097,"Promoter (1-2kb)",6,160100380,160111479,11100,1,"3482","ENST00000678224.1",-1380,"ENSG00000197081","IGF2R","insulin like growth factor 2 receptor","TES_vs_GFP","Hypermethylated"
"chr6",160102501,160103000,500,"*","6",22,7.5,0,5.63072662047442,0.370310218892055,0.000648689186978228,0.0341478259220867,49.547028115291,"5' UTR",6,160100380,160111479,11100,1,"3482","ENST00000678224.1",2121,"ENSG00000197081","IGF2R","insulin like growth factor 2 receptor","TES_vs_GFP","Hypermethylated"
"chr6",160105001,160105500,500,"*","6",15,9,0,5.8836381076277,0.545367804141142,6.12454862800645e-05,0.0135727932641176,59.0407076249117,"3' UTR",6,160100380,160111479,11100,1,"3482","ENST00000678224.1",4621,"ENSG00000197081","IGF2R","insulin like growth factor 2 receptor","TES_vs_GFP","Hypermethylated"
"chr6",160130501,160131000,500,"*","6",10,11,0,6.17658480813726,0.750588531704469,0.000148811580439816,0.0178870620589474,72.3331366142317,"Intron (ENST00000366963.9/6580, intron 2 of 10)",6,160129761,160134007,4247,1,"6580","ENST00000540443.1",740,"ENSG00000175003","SLC22A1","solute carrier family 22 member 1","TES_vs_GFP","Hypermethylated"
"chr6",160849501,160850000,500,"*","6",13,1.5,7,-2.80781069860373,0.508329749864176,0.000731154549347838,0.0368089479892141,0.142812018524233,"Distal Intergenic",6,160872888,160880394,7507,2,"112267969","ENST00000437861.1",30394,NA,"LOC112267969","uncharacterized LOC112267969","TES_vs_GFP","Hypomethylated"
"chr6",160854001,160854500,500,"*","6",11,4,10,-1.98854445586675,1.0365609994598,0.000576020243613493,0.0314573845235332,0.251992996631397,"Distal Intergenic",6,160872888,160880394,7507,2,"112267969","ENST00000437861.1",25894,NA,"LOC112267969","uncharacterized LOC112267969","TES_vs_GFP","Hypomethylated"
"chr6",161020001,161020500,500,"*","6",5,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Promoter (1-2kb)",6,161022194,161034449,12256,1,"4216","ENST00000448119.2",-1694,"ENSG00000085511","MAP3K4","mitogen-activated protein kinase kinase kinase 4","TES_vs_GFP","Hypermethylated"
"chr6",161041001,161041500,500,"*","6",6,6.5,0,5.42350643738492,0.239339635581939,0.000978324053118296,0.0375689514448215,42.9178659873708,"Intron (ENST00000366919.6/4216, intron 2 of 25)",6,161034358,161048803,14446,1,"4216","ENST00000446500.1",6643,"ENSG00000085511","MAP3K4","mitogen-activated protein kinase kinase kinase 4","TES_vs_GFP","Hypermethylated"
"chr6",161104001,161104500,500,"*","6",10,7,0,5.52799070756349,0.30489222672951,0.000978324053118296,0.0375689514448215,46.1414266876333,"Intron (ENST00000366919.6/4216, intron 18 of 25)",6,161101033,161117384,16352,1,"4216","ENST00000536852.1",2968,"ENSG00000085511","MAP3K4","mitogen-activated protein kinase kinase kinase 4","TES_vs_GFP","Hypermethylated"
"chr6",161118001,161118500,500,"*","6",5,8.5,17.5,-1.72612148564746,1.78273889332033,0.000228530967909575,0.0217239916706777,0.302263465055863,"Distal Intergenic",6,161108879,161109886,1008,1,"4216","ENST00000539610.1",9122,"ENSG00000085511","MAP3K4","mitogen-activated protein kinase kinase kinase 4","TES_vs_GFP","Hypomethylated"
"chr6",161126501,161127000,500,"*","6",10,16,1,3.17020614969728,1.22835287826262,0.000113081107498171,0.0161166266587933,9.00175406499026,"Distal Intergenic",6,161108879,161109886,1008,1,"4216","ENST00000539610.1",17622,"ENSG00000085511","MAP3K4","mitogen-activated protein kinase kinase kinase 4","TES_vs_GFP","Hypermethylated"
"chr6",161132501,161133000,500,"*","6",12,7,0,5.52797152180383,0.304180348499443,0.000978324053118296,0.0375689514448215,46.1408130774029,"3' UTR",6,161143956,161149289,5334,2,"56895","ENST00000437165.1",16289,"ENSG00000026652","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","TES_vs_GFP","Hypermethylated"
"chr6",161135501,161136000,500,"*","6",15,6.5,0,5.43008189294736,0.24005449380377,0.00133441573520955,0.0468148723918073,43.1139217030997,"3' UTR",6,161143956,161149289,5334,2,"56895","ENST00000437165.1",13289,"ENSG00000026652","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","TES_vs_GFP","Hypermethylated"
"chr6",161177001,161177500,500,"*","6",11,3,9.5,-2.31115066162694,0.91119844559056,0.000916977561493127,0.0375689514448215,0.201499664027126,"Intron (ENST00000320285.9/56895, intron 2 of 8)",6,161143956,161149289,5334,2,"56895","ENST00000437165.1",-27712,"ENSG00000026652","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","TES_vs_GFP","Hypomethylated"
"chr6",161189501,161190000,500,"*","6",7,7.5,0,5.62545099466521,0.368889611069903,0.000489338337760718,0.0281127206952951,49.3661761483124,"Intron (ENST00000320285.9/56895, intron 2 of 8)",6,161143956,161149289,5334,2,"56895","ENST00000437165.1",-40212,"ENSG00000026652","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","TES_vs_GFP","Hypermethylated"
"chr6",161199501,161200000,500,"*","6",12,16.5,1.5,2.6800556733499,1.30023617594907,0.000183531664200267,0.0208647458078753,6.40880633066317,"Intron (ENST00000320285.9/56895, intron 2 of 8)",6,161149205,161232236,83032,2,"56895","ENST00000436279.1",32236,"ENSG00000026652","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","TES_vs_GFP","Hypermethylated"
"chr6",161208501,161209000,500,"*","6",5,2,7,-2.42699554110206,0.563316537587555,0.000731154549347838,0.0368089479892141,0.185952295021076,"Intron (ENST00000320285.9/56895, intron 2 of 8)",6,161149205,161232236,83032,2,"56895","ENST00000436279.1",23236,"ENSG00000026652","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","TES_vs_GFP","Hypomethylated"
"chr6",161348001,161348500,500,"*","6",10,10,0,6.03312073550978,0.648519703621419,0.000275611652311248,0.0221995249485186,65.4862782151705,"3' UTR",6,161353679,161355350,1672,1,"124901457","ENST00000660049.1",-5179,"ENSG00000286498","LOC124901457","uncharacterized LOC124901457","TES_vs_GFP","Hypermethylated"
"chr6",161356501,161357000,500,"*","6",14,10.5,0.5,3.45176956740122,0.748124629088869,0.000921675407656981,0.0375689514448215,10.9417346372336,"Intron (ENST00000366898.6/5071, intron 11 of 11)",6,161353679,161355350,1672,1,"124901457","ENST00000660049.1",2822,"ENSG00000286498","LOC124901457","uncharacterized LOC124901457","TES_vs_GFP","Hypermethylated"
"chr6",161420001,161420500,500,"*","6",11,9.5,0,5.96030695057071,0.597577564545811,0.000275611652311248,0.0221995249485186,62.2631624553881,"Intron (ENST00000366898.6/5071, intron 9 of 11)",6,161435098,161446016,10919,1,"124901456","ENST00000662479.1",-14598,NA,"LOC124901456","uncharacterized LOC124901456","TES_vs_GFP","Hypermethylated"
"chr6",161443001,161443500,500,"*","6",16,12,0,6.29250188520547,0.839978040848585,2.10992522855541e-05,0.00958240475830527,78.3847928975266,"Intron (ENST00000662479.1/124901456, intron 1 of 1)",6,161435098,161446016,10919,1,"124901456","ENST00000662479.1",7903,NA,"LOC124901456","uncharacterized LOC124901456","TES_vs_GFP","Hypermethylated"
"chr6",161610001,161610500,500,"*","6",8,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757,"Intron (ENST00000366898.6/5071, intron 7 of 11)",6,161435098,161446016,10919,1,"124901456","ENST00000662479.1",174903,NA,"LOC124901456","uncharacterized LOC124901456","TES_vs_GFP","Hypermethylated"
"chr6",161699001,161699500,500,"*","6",3,0.5,4.5,-3.51826140935855,0.0303706831058309,0.000978324053118296,0.0375689514448215,0.0872765927502323,"Intron (ENST00000366898.6/5071, intron 7 of 11)",6,161347607,161837066,489460,2,"5071","ENST00000674006.1",137566,"ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase","TES_vs_GFP","Hypomethylated"
"chr6",161743501,161744000,500,"*","6",15,7.5,0,5.6254126256071,0.367470222881352,0.000489338337760718,0.0281127206952951,49.3648632523501,"Intron (ENST00000366898.6/5071, intron 7 of 11)",6,161347607,161837066,489460,2,"5071","ENST00000674006.1",93066,"ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase","TES_vs_GFP","Hypermethylated"
"chr6",161780501,161781000,500,"*","6",7,6,12.5,-1.74094802377673,1.35920808142891,0.000475670562670432,0.0281127206952951,0.29917301897152,"Intron (ENST00000366898.6/5071, intron 7 of 11)",6,161347607,161837066,489460,2,"5071","ENST00000674006.1",56066,"ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase","TES_vs_GFP","Hypomethylated"
"chr6",161806001,161806500,500,"*","6",12,9.5,0.5,3.31259222411621,0.652333343394613,0.00131623893545857,0.0468148723918073,9.93549760184099,"Intron (ENST00000366898.6/5071, intron 6 of 11)",6,161347607,161837066,489460,2,"5071","ENST00000674006.1",30566,"ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase","TES_vs_GFP","Hypermethylated"
"chr6",161833001,161833500,500,"*","6",11,14,1.5,2.44181552732444,1.12616781688533,0.000916934490572219,0.0375689514448215,5.43325036190205,"Intron (ENST00000366898.6/5071, intron 6 of 11)",6,161347607,161837066,489460,2,"5071","ENST00000674006.1",3566,"ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase","TES_vs_GFP","Hypermethylated"
"chr6",161893501,161894000,500,"*","6",5,0.5,4.5,-3.51826140935855,0.0303706831058309,0.000978324053118296,0.0375689514448215,0.0872765927502323,"Intron (ENST00000366898.6/5071, intron 6 of 11)",6,161347607,161837066,489460,2,"5071","ENST00000674006.1",-56435,"ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase","TES_vs_GFP","Hypomethylated"
"chr6",161894001,161894500,500,"*","6",3,3.5,9.5,-2.10030244101474,0.953425057514454,0.000916934490572219,0.0375689514448215,0.23320935365145,"Intron (ENST00000366898.6/5071, intron 6 of 11)",6,161347607,161837066,489460,2,"5071","ENST00000674006.1",-56935,"ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase","TES_vs_GFP","Hypomethylated"
"chr6",162056001,162056500,500,"*","6",13,14,1,2.99252391430451,1.09053917991555,0.000213447590477861,0.0217239916706777,7.95865100657354,"Intron (ENST00000366898.6/5071, intron 4 of 11)",6,161347607,162201532,853926,2,"5071","ENST00000674436.1",145032,"ENSG00000185345","PRKN","parkin RBR E3 ubiquitin protein ligase","TES_vs_GFP","Hypermethylated"
"chr6",163140501,163141000,500,"*","6",5,0.5,5.5,-3.80233819866617,0.184129549680141,0.000244765370137364,0.0217239916706777,0.0716773843280185,"Intron (ENST00000337019.7/135138, intron 5 of 6)",6,163163835,163184861,21027,2,"729658","ENST00000654125.1",43861,"ENSG00000225683","PACRG-AS3","PACRG antisense RNA 3","TES_vs_GFP","Hypomethylated"
"chr6",163186501,163187000,500,"*","6",18,8,0,5.71674327807608,0.430157080807857,0.000244765370137364,0.0217239916706777,52.5909727968451,"Promoter (1-2kb)",6,163170441,163184873,14433,2,"729658","ENST00000622071.1",-1628,"ENSG00000225683","PACRG-AS3","PACRG antisense RNA 3","TES_vs_GFP","Hypermethylated"
"chr6",163196001,163196500,500,"*","6",16,7.5,0,5.62545099466521,0.368889611069903,0.000489338337760718,0.0281127206952951,49.3661761483124,"Intron (ENST00000337019.7/135138, intron 5 of 6)",6,163181677,163192038,10362,2,"729658","ENST00000653943.1",-3963,"ENSG00000225683","PACRG-AS3","PACRG antisense RNA 3","TES_vs_GFP","Hypermethylated"
"chr6",163340001,163340500,500,"*","6",9,6,12,-1.68509598640215,1.32597810472966,0.00144654817330598,0.049103783165629,0.310982222148162,"Exon (ENST00000653903.1/401282, exon 3 of 3)",6,163338369,163346544,8176,2,"401282","ENST00000653903.1",6044,"ENSG00000285564","DKFZp451B082","uncharacterized LOC401282","TES_vs_GFP","Hypomethylated"
"chr6",163342001,163342500,500,"*","6",8,14.5,1,3.03362764497727,1.12381608095747,0.000102634813174363,0.0161166266587933,8.1886614630647,"Exon (ENST00000653903.1/401282, exon 3 of 3)",6,163338369,163346544,8176,2,"401282","ENST00000653903.1",4044,"ENSG00000285564","DKFZp451B082","uncharacterized LOC401282","TES_vs_GFP","Hypermethylated"
"chr6",163538501,163539000,500,"*","6",2,8,0,5.71285991712421,0.428034506946894,0.000313691761845378,0.0242410264927834,52.4496018874576,"Intron (ENST00000361758.8/9444, intron 4 of 7)",6,163535080,163569541,34462,1,"9444","ENST00000544361.1",3421,"ENSG00000112531","QKI","QKI, KH domain containing RNA binding","TES_vs_GFP","Hypermethylated"
"chr6",163588501,163589000,500,"*","6",25,13,0.5,3.74852668391237,0.967163927025884,0.000172837132419403,0.0199966937711019,13.4406097478242,"Distal Intergenic",6,163566458,163571452,4995,1,"9444","ENST00000541696.1",22043,"ENSG00000112531","QKI","QKI, KH domain containing RNA binding","TES_vs_GFP","Hypermethylated"
"chr6",163590501,163591000,500,"*","6",22,12.5,1,2.82302033250306,0.972278419310961,0.000283213122405067,0.0226102787893857,7.07642321293394,"Distal Intergenic",6,163566458,163571452,4995,1,"9444","ENST00000541696.1",24043,"ENSG00000112531","QKI","QKI, KH domain containing RNA binding","TES_vs_GFP","Hypermethylated"
"chr6",163591001,163591500,500,"*","6",22,16,0.5,4.04956138840984,1.19271043398186,7.32722892002844e-06,0.00552758602948751,16.559203647483,"Distal Intergenic",6,163566458,163571452,4995,1,"9444","ENST00000541696.1",24543,"ENSG00000112531","QKI","QKI, KH domain containing RNA binding","TES_vs_GFP","Hypermethylated"
"chr6",163867501,163868000,500,"*","6",24,11,0.5,3.52080686273007,0.795312908677295,0.000406818437365386,0.0281127206952951,11.4780595768432,"Distal Intergenic",6,163748718,163760382,11665,1,"124901499","ENST00000669856.1",118783,NA,"LOC124901499","uncharacterized LOC124901499","TES_vs_GFP","Hypermethylated"
"chr6",163901501,163902000,500,"*","6",16,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Distal Intergenic",6,163748718,163760382,11665,1,"124901499","ENST00000669856.1",152783,NA,"LOC124901499","uncharacterized LOC124901499","TES_vs_GFP","Hypermethylated"
"chr6",163934501,163935000,500,"*","6",7,12.5,18.5,-1.26312382962684,2.00006783487393,0.000908854207829948,0.0375689514448215,0.416640840862889,"Intron (ENST00000701100.1/ENST00000701100.1, intron 1 of 1)",6,163748718,163760382,11665,1,"124901499","ENST00000669856.1",185783,NA,"LOC124901499","uncharacterized LOC124901499","TES_vs_GFP","Hypomethylated"
"chr6",163952001,163952500,500,"*","6",7,9.5,0,5.95540381177364,0.596175940457646,8.90335243143115e-05,0.01559412835906,62.0519142457318,"Intron (ENST00000659063.1/ENST00000659063.1, intron 1 of 1)",6,163748718,163760382,11665,1,"124901499","ENST00000669856.1",203283,NA,"LOC124901499","uncharacterized LOC124901499","TES_vs_GFP","Hypermethylated"
"chr6",163963001,163963500,500,"*","6",13,8.5,0,5.80258291143102,0.488211762484959,0.000122434812863589,0.0161166266587933,55.8150744883507,"Intron (ENST00000659063.1/ENST00000659063.1, intron 1 of 1)",6,163748718,163760382,11665,1,"124901499","ENST00000669856.1",214283,NA,"LOC124901499","uncharacterized LOC124901499","TES_vs_GFP","Hypermethylated"
"chr6",164020001,164020500,500,"*","6",27,8,0,5.71672409452293,0.429449255101963,0.000244765370137364,0.0217239916706777,52.5902734979735,"Distal Intergenic",6,163748718,163760382,11665,1,"124901499","ENST00000669856.1",271283,NA,"LOC124901499","uncharacterized LOC124901499","TES_vs_GFP","Hypermethylated"
"chr6",164037001,164037500,500,"*","6",8,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Distal Intergenic",6,163748718,163760382,11665,1,"124901499","ENST00000669856.1",288283,NA,"LOC124901499","uncharacterized LOC124901499","TES_vs_GFP","Hypermethylated"
"chr6",164826501,164827000,500,"*","6",12,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757,"Intron (ENST00000656215.1/105378111, intron 1 of 4)",6,164791288,164827681,36394,2,"105378111","ENST00000656215.1",681,NA,"MEAT6","melanoma-associated transcript 6","TES_vs_GFP","Hypermethylated"
"chr6",165409001,165409500,500,"*","6",16,8,0,5.71672409452293,0.429449255101963,0.000244765370137364,0.0217239916706777,52.5902734979735,"Intron (ENST00000649273.1/10846, intron 12 of 20)",6,165327314,165381597,54284,2,"10846","ENST00000686660.1",-27404,"ENSG00000112541","PDE10A","phosphodiesterase 10A","TES_vs_GFP","Hypermethylated"
"chr6",165409501,165410000,500,"*","6",10,8.5,0,5.80260209388105,0.488917578437063,0.000122434812863589,0.0161166266587933,55.8158166250911,"Exon (ENST00000362653.1/ENST00000362653.1, exon 1 of 1)",6,165327314,165381597,54284,2,"10846","ENST00000686660.1",-27904,"ENSG00000112541","PDE10A","phosphodiesterase 10A","TES_vs_GFP","Hypermethylated"
"chr6",166310501,166311000,500,"*","6",14,10,0,6.03317827064483,0.650616673576433,0.000275611652311248,0.0221995249485186,65.4888898807584,"Intron (ENST00000689062.1/107986669, intron 1 of 2)",6,166309572,166317470,7899,1,"107986669","ENST00000658227.1",929,"ENSG00000287189","LOC107986669","uncharacterized LOC107986669","TES_vs_GFP","Hypermethylated"
"chr6",166399501,166400000,500,"*","6",26,7.5,0,5.6254126256071,0.367470222881352,0.000489338337760718,0.0281127206952951,49.3648632523501,"Distal Intergenic",6,166364919,166383013,18095,2,"51660","ENST00000621630.1",-16488,"ENSG00000060762","MPC1","mitochondrial pyruvate carrier 1","TES_vs_GFP","Hypermethylated"
"chr6",166488001,166488500,500,"*","6",15,7.5,0,5.63072663218273,0.370310218892055,0.000648689628532308,0.0341478259220867,49.547028517394,"Intron (ENST00000265678.9/6196, intron 10 of 20)",6,166509354,166509433,80,2,"100302141","ENST00000411026.1",20933,"ENSG00000222958","MIR1913","microRNA 1913","TES_vs_GFP","Hypermethylated"
"chr6",166507501,166508000,500,"*","6",6,7,0,5.52797152180383,0.304180348499443,0.000978324053118296,0.0375689514448215,46.1408130774029,"Intron (ENST00000265678.9/6196, intron 5 of 20)",6,166509354,166509433,80,2,"100302141","ENST00000411026.1",1433,"ENSG00000222958","MIR1913","microRNA 1913","TES_vs_GFP","Hypermethylated"
"chr6",166508001,166508500,500,"*","6",21,12,0,6.29222960438672,0.83928763663802,2.2004836330439e-05,0.00970653262506794,78.3700006780338,"Exon (ENST00000265678.9/6196, exon 5 of 21)",6,166509354,166509433,80,2,"100302141","ENST00000411026.1",933,"ENSG00000222958","MIR1913","microRNA 1913","TES_vs_GFP","Hypermethylated"
"chr6",166538501,166539000,500,"*","6",14,7,0,5.52797152180383,0.304180348499443,0.000978324053118296,0.0375689514448215,46.1408130774029,"5' UTR",6,166412748,166542450,129703,2,"6196","ENST00000405189.7",3450,"ENSG00000071242","RPS6KA2","ribosomal protein S6 kinase A2","TES_vs_GFP","Hypermethylated"
"chr6",166547001,166547500,500,"*","6",14,7.5,0,5.62547017957618,0.369599762416403,0.000489338337760718,0.0281127206952951,49.366832622456,"Intron (ENST00000265678.9/6196, intron 1 of 20)",6,166412659,166544690,132032,2,"6196","ENST00000481261.6",-2311,"ENSG00000071242","RPS6KA2","ribosomal protein S6 kinase A2","TES_vs_GFP","Hypermethylated"
"chr6",166563001,166563500,500,"*","6",17,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Intron (ENST00000265678.9/6196, intron 1 of 20)",6,166412659,166544690,132032,2,"6196","ENST00000481261.6",-18311,"ENSG00000071242","RPS6KA2","ribosomal protein S6 kinase A2","TES_vs_GFP","Hypermethylated"
"chr6",166613501,166614000,500,"*","6",16,13,1,2.87880555569109,1.01210628053992,0.000914678878623977,0.0375689514448215,7.35540895123834,"Intron (ENST00000265678.9/6196, intron 1 of 20)",6,166409364,166627251,217888,2,"6196","ENST00000265678.9",13251,"ENSG00000071242","RPS6KA2","ribosomal protein S6 kinase A2","TES_vs_GFP","Hypermethylated"
"chr6",166614501,166615000,500,"*","6",12,7,0,5.52800989357782,0.305604413450195,0.000489338337760718,0.0281127206952951,46.1420403141692,"Intron (ENST00000265678.9/6196, intron 1 of 20)",6,166409364,166627251,217888,2,"6196","ENST00000265678.9",12251,"ENSG00000071242","RPS6KA2","ribosomal protein S6 kinase A2","TES_vs_GFP","Hypermethylated"
"chr6",166618501,166619000,500,"*","6",22,11.5,0.5,3.58415659316306,0.841683695963967,0.000222251852757869,0.0217239916706777,11.9932985213191,"Intron (ENST00000265678.9/6196, intron 1 of 20)",6,166409364,166627251,217888,2,"6196","ENST00000265678.9",8251,"ENSG00000071242","RPS6KA2","ribosomal protein S6 kinase A2","TES_vs_GFP","Hypermethylated"
"chr6",166625001,166625500,500,"*","6",12,6.5,0,5.42350643738492,0.239339635581939,0.000978324053118296,0.0375689514448215,42.9178659873708,"Intron (ENST00000265678.9/6196, intron 1 of 20)",6,166409364,166627251,217888,2,"6196","ENST00000265678.9",1751,"ENSG00000071242","RPS6KA2","ribosomal protein S6 kinase A2","TES_vs_GFP","Hypermethylated"
"chr6",166645001,166645500,500,"*","6",6,0.5,4.5,-3.5182611353367,0.0303641021216291,0.000978324053118296,0.0375689514448215,0.0872766093273294,"Intron (ENST00000714395.1/6196, intron 1 of 20)",6,166510280,166627972,117693,2,"6196","ENST00000511034.1",-17029,"ENSG00000071242","RPS6KA2","ribosomal protein S6 kinase A2","TES_vs_GFP","Hypomethylated"
"chr6",166899001,166899500,500,"*","6",43,10,0.5,3.38542491029972,0.702134464143465,0.00131623893545857,0.0468148723918073,10.449955620625,"Intron (ENST00000512860.5/6196, intron 1 of 5)",6,166903698,166904835,1138,1,"100861523","ENST00000455390.1",-4198,NA,"RPS6KA2-AS1","RPS6KA2 antisense RNA 1","TES_vs_GFP","Hypermethylated"
"chr6",166899501,166900000,500,"*","6",26,13.5,0,6.46041210150972,0.968893343667902,5.76169771834255e-06,0.00479721079511063,88.0598267940057,"Intron (ENST00000512860.5/6196, intron 1 of 5)",6,166903698,166904835,1138,1,"100861523","ENST00000455390.1",-3698,NA,"RPS6KA2-AS1","RPS6KA2 antisense RNA 1","TES_vs_GFP","Hypermethylated"
"chr6",166900001,166900500,500,"*","6",48,15,0.5,3.96301617882388,1.12416193147085,5.69484309001417e-06,0.00479721079511063,15.5950489809379,"Intron (ENST00000512860.5/6196, intron 1 of 5)",6,166903698,166904835,1138,1,"100861523","ENST00000455390.1",-3198,NA,"RPS6KA2-AS1","RPS6KA2 antisense RNA 1","TES_vs_GFP","Hypermethylated"
"chr6",166900501,166901000,500,"*","6",44,15.5,1,3.12977357558614,1.19572093151405,0.000104442733321393,0.0161166266587933,8.7529757626111,"Intron (ENST00000512860.5/6196, intron 1 of 5)",6,166903698,166904835,1138,1,"100861523","ENST00000455390.1",-2698,NA,"RPS6KA2-AS1","RPS6KA2 antisense RNA 1","TES_vs_GFP","Hypermethylated"
"chr6",166901501,166902000,500,"*","6",52,9.5,0,6.02152641733625,0.60249240784817,0.000732788386418662,0.0368894832724874,64.962102333877,"Promoter (1-2kb)",6,166903698,166904835,1138,1,"100861523","ENST00000455390.1",-1698,NA,"RPS6KA2-AS1","RPS6KA2 antisense RNA 1","TES_vs_GFP","Hypermethylated"
"chr6",166902001,166902500,500,"*","6",38,11,0,6.19925362325769,0.751980670886884,6.64378779228921e-05,0.0137575259285099,73.4786707727966,"Promoter (1-2kb)",6,166903698,166904835,1138,1,"100861523","ENST00000455390.1",-1198,NA,"RPS6KA2-AS1","RPS6KA2 antisense RNA 1","TES_vs_GFP","Hypermethylated"
"chr6",166931001,166931500,500,"*","6",9,10,0.5,3.38538655328875,0.700739250563397,0.00131623893545857,0.0468148723918073,10.4496777907838,"3' UTR",6,166929518,166933049,3532,2,"8635","ENST00000510083.1",1549,"ENSG00000026297","RNASET2","ribonuclease T2","TES_vs_GFP","Hypermethylated"
"chr6",167147001,167147500,500,"*","6",20,7.5,0,5.61313661320188,0.366760985598728,0.000884701893501387,0.0375689514448215,48.9465955755106,"Promoter (1-2kb)",6,167149480,167172277,22798,1,"401285","ENST00000486697.2",-1980,"ENSG00000290751","TCP10L2","t-complex 10 like 2 (pseudogene)","TES_vs_GFP","Hypermethylated"
"chr6",167468001,167468500,500,"*","6",39,10.5,0,6.09962521454604,0.698325504906413,0.000187337806880076,0.0210605841572388,68.5756845952726,"Distal Intergenic",6,167377859,167384510,6652,2,"6953","ENST00000491085.1",-83491,"ENSG00000290751","TCP10L3","t-complex 10 like 3 (pseudogene)","TES_vs_GFP","Hypermethylated"
"chr6",167486001,167486500,500,"*","6",9,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Distal Intergenic",6,167377859,167384510,6652,2,"6953","ENST00000491085.1",-101491,"ENSG00000290751","TCP10L3","t-complex 10 like 3 (pseudogene)","TES_vs_GFP","Hypermethylated"
"chr6",167486501,167487000,500,"*","6",7,9,0,5.88359974518812,0.543960464175622,6.12454862800645e-05,0.0135727932641176,59.0391377051426,"Distal Intergenic",6,167377859,167384510,6652,2,"6953","ENST00000491085.1",-101991,"ENSG00000290751","TCP10L3","t-complex 10 like 3 (pseudogene)","TES_vs_GFP","Hypermethylated"
"chr6",167523501,167524000,500,"*","6",14,11,0.5,3.52842955351137,0.798774350552435,0.000701700551601146,0.0366970644876123,11.5388660861618,"Distal Intergenic",6,167377859,167384510,6652,2,"6953","ENST00000491085.1",-138991,"ENSG00000290751","TCP10L3","t-complex 10 like 3 (pseudogene)","TES_vs_GFP","Hypermethylated"
"chr6",167540001,167540500,500,"*","6",12,11,0.5,3.52088791558351,0.796005928889286,0.000404056389882533,0.0281127206952951,11.4787044502145,"Distal Intergenic",6,167678198,167679622,1425,1,"124901465","ENST00000662677.3",-137698,NA,"LOC124901465","uncharacterized LOC124901465","TES_vs_GFP","Hypermethylated"
"chr6",167578001,167578500,500,"*","6",15,6.5,0,5.43008210470594,0.24005449380377,0.0013344303110955,0.0468148723918073,43.1139280313558,"Distal Intergenic",6,167678198,167679622,1425,1,"124901465","ENST00000662677.3",-99698,NA,"LOC124901465","uncharacterized LOC124901465","TES_vs_GFP","Hypermethylated"
"chr6",167652001,167652500,500,"*","6",14,14.5,0.5,3.91462385154581,1.08749397831124,1.05706629199122e-05,0.00674353514489981,15.0806201486751,"Intron (ENST00000670373.1/ENST00000670373.1, intron 2 of 2)",6,167678198,167679622,1425,1,"124901465","ENST00000662677.3",-25698,NA,"LOC124901465","uncharacterized LOC124901465","TES_vs_GFP","Hypermethylated"
"chr6",167662001,167662500,500,"*","6",22,11.5,0.5,3.58408482415624,0.840992598776741,0.0002243175966479,0.0217239916706777,11.9927019117171,"Distal Intergenic",6,167678198,167679622,1425,1,"124901465","ENST00000662677.3",-15698,NA,"LOC124901465","uncharacterized LOC124901465","TES_vs_GFP","Hypermethylated"
"chr6",167672001,167672500,500,"*","6",25,10,0,6.03332490155039,0.6513162378672,0.000147450829494636,0.0177742098129885,65.4955463001438,"Intron (ENST00000609107.1/401286, intron 2 of 2)",6,167678198,167679622,1425,1,"124901465","ENST00000662677.3",-5698,NA,"LOC124901465","uncharacterized LOC124901465","TES_vs_GFP","Hypermethylated"
