"seqnames","start","end","width","strand","chr","CpG_count","mean_group1","mean_group2","logFC","logCPM","PValue","FDR","fold_change","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","contrast","direction"
"chr6",33321001,33321500,500,"*","6",22,10.5,0,6.09017570763501,0.697629321945942,4.12021296516715e-05,0.0130507276524771,68.1279885647713,"Promoter (<=1kb)",6,33319585,33321869,2285,2,"1616","ENST00000477162.1",369,"ENSG00000204209","DAXX","death domain associated protein","TES_vs_GFP","Hypermethylated"
"chr6",33583001,33583500,500,"*","6",8,7,0,5.52797152180383,0.304180348499443,0.000978324053118296,0.0375689514448215,46.1408130774029,"Promoter (<=1kb)",6,33583699,33589026,5328,1,"449520","ENST00000613113.4",-199,"ENSG00000293518","GGNBP1","gametogenetin binding protein 1 (pseudogene)","TES_vs_GFP","Hypermethylated"
"chr6",33777501,33778000,500,"*","6",11,11.5,0.5,3.57517627924488,0.839604818337275,0.000765184532937923,0.0375689514448215,11.9188759532098,"Promoter (<=1kb)",6,33776614,33778339,1726,2,"221496","ENST00000504692.1",339,"ENSG00000161904","LEMD2","LEM domain nuclear envelope protein 2","TES_vs_GFP","Hypermethylated"
"chr6",33780001,33780500,500,"*","6",20,12.5,0,6.35068891491222,0.884938489207171,1.10360216332566e-05,0.00674353514489981,81.6108416077542,"Promoter (<=1kb)",6,33772767,33780299,7533,2,"221496","ENST00000510598.5",0,"ENSG00000161904","LEMD2","LEM domain nuclear envelope protein 2","TES_vs_GFP","Hypermethylated"
"chr6",34428001,34428500,500,"*","6",24,6.5,0,5.43007699821306,0.24005449380377,0.0013340788862753,0.0468148723918073,43.1137754276725,"Promoter (1-2kb)",6,34284887,34426071,141185,2,"11165","ENST00000639725.1",-1930,"ENSG00000272325","NUDT3","nudix hydrolase 3","TES_vs_GFP","Hypermethylated"
"chr6",34485501,34486000,500,"*","6",10,9,0,5.8836381076277,0.545367804141142,6.12454862800645e-05,0.0135727932641176,59.0407076249117,"Promoter (<=1kb)",6,34485070,34527714,42645,1,"29993","ENST00000493633.5",431,"ENSG00000124507","PACSIN1","protein kinase C and casein kinase substrate in neurons 1","TES_vs_GFP","Hypermethylated"
"chr6",34557001,34557500,500,"*","6",8,7,0,5.52799070756349,0.30489222672951,0.000978324053118296,0.0375689514448215,46.1414266876333,"Promoter (<=1kb)",6,34537802,34556333,18532,2,"25803","ENST00000544425.2",-668,"ENSG00000124664","SPDEF","SAM pointed domain containing ETS transcription factor","TES_vs_GFP","Hypermethylated"
"chr6",35056001,35056500,500,"*","6",16,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Promoter (1-2kb)",6,35058248,35081053,22806,1,"23294","ENST00000470698.1",-1748,"ENSG00000064999","ANKS1A","ankyrin repeat and sterile alpha motif domain containing 1A","TES_vs_GFP","Hypermethylated"
"chr6",36948501,36949000,500,"*","6",11,7,0,5.52797152180383,0.304180348499443,0.000978324053118296,0.0375689514448215,46.1408130774029,"Promoter (<=1kb)",6,36948263,36964835,16573,1,"221476","ENST00000611814.4",238,"ENSG00000164530","PI16","peptidase inhibitor 16","TES_vs_GFP","Hypermethylated"
"chr6",36962001,36962500,500,"*","6",30,7,0,5.52797152180383,0.304180348499443,0.000978324053118296,0.0375689514448215,46.1408130774029,"Promoter (<=1kb)",6,36962990,36964667,1678,1,"221476","ENST00000491324.1",-490,"ENSG00000164530","PI16","peptidase inhibitor 16","TES_vs_GFP","Hypermethylated"
"chr6",36962501,36963000,500,"*","6",20,12.5,0,6.35455716785143,0.88631683885561,1.79037661024722e-05,0.00956754580268521,81.8299558170423,"Promoter (<=1kb)",6,36962990,36964667,1678,1,"221476","ENST00000491324.1",0,"ENSG00000164530","PI16","peptidase inhibitor 16","TES_vs_GFP","Hypermethylated"
"chr6",36977501,36978000,500,"*","6",17,9,0,5.88359974518812,0.543960464175622,6.12454862800645e-05,0.0135727932641176,59.0391377051426,"Promoter (<=1kb)",6,36968912,36977673,8762,2,"23787","ENST00000418541.6",0,"ENSG00000137409","MTCH1","mitochondrial carrier 1","TES_vs_GFP","Hypermethylated"
"chr6",36980001,36980500,500,"*","6",7,7,0,5.52797152180383,0.304180348499443,0.000978324053118296,0.0375689514448215,46.1408130774029,"Promoter (1-2kb)",6,36965807,36978837,13031,2,"23787","ENST00000695043.1",-1164,"ENSG00000137409","MTCH1","mitochondrial carrier 1","TES_vs_GFP","Hypermethylated"
"chr6",37353001,37353500,500,"*","6",15,13.5,0,6.46067222419432,0.969578324530463,6.03759261632446e-06,0.00483058848803727,88.0757057033194,"Promoter (<=1kb)",6,37353979,37368874,14896,1,"9025","ENST00000494320.5",-479,"ENSG00000112130","RNF8","ring finger protein 8","TES_vs_GFP","Hypermethylated"
"chr6",37557001,37557500,500,"*","6",13,9.5,0.5,3.31259194995066,0.652339796654599,0.00131623893545857,0.0468148723918073,9.93549571372822,"Promoter (1-2kb)",6,37555365,37555422,58,2,"100616413","ENST00000579627.1",-1579,"ENSG00000263926","MIR4462","microRNA 4462","TES_vs_GFP","Hypermethylated"
"chr6",37646001,37646500,500,"*","6",14,11.5,0,6.23189077894543,0.794296652710838,4.02566428067273e-05,0.0130507276524771,75.1598758687237,"Promoter (<=1kb)",6,37638655,37646374,7720,2,"266727","ENST00000418178.2",0,"ENSG00000112139","MDGA1","MAM domain containing glycosylphosphatidylinositol anchor 1","TES_vs_GFP","Hypermethylated"
"chr6",41585501,41586000,500,"*","6",11,9.5,0,5.95540433594499,0.596175940457646,8.90296256934817e-05,0.01559412835906,62.0519367909274,"Promoter (<=1kb)",6,41586795,41587471,677,1,"116113","ENST00000670130.1",-795,"ENSG00000137166","FOXP4","forkhead box P4","TES_vs_GFP","Hypermethylated"
"chr6",41590001,41590500,500,"*","6",21,7.5,0,5.62545099466521,0.368889611069903,0.000489338337760718,0.0281127206952951,49.3661761483124,"Promoter (<=1kb)",6,41590027,41592603,2577,1,"116113","ENST00000704758.1",0,"ENSG00000137166","FOXP4","forkhead box P4","TES_vs_GFP","Hypermethylated"
"chr6",42050001,42050500,500,"*","6",37,8,0,5.71672409452293,0.429449255101963,0.000244765370137364,0.0217239916706777,52.5902734979735,"Promoter (<=1kb)",6,41934934,42050357,115424,2,"896","ENST00000511642.5",0,"ENSG00000112576","CCND3","cyclin D3","TES_vs_GFP","Hypermethylated"
"chr6",42194501,42195000,500,"*","6",11,13,1,2.86759012583792,1.00869573490729,0.00071445496110963,0.0368089479892141,7.29845010133034,"Promoter (<=1kb)",6,42183284,42194956,11673,2,"2979","ENST00000230361.4",0,"ENSG00000112599","GUCA1B","guanylate cyclase activator 1B","TES_vs_GFP","Hypermethylated"
"chr6",42960001,42960500,500,"*","6",26,8.5,0,5.80260209388105,0.488917578437063,0.000122434812863589,0.0161166266587933,55.8158166250911,"Promoter (<=1kb)",6,42960754,42963880,3127,1,"27232","ENST00000372808.4",-254,"ENSG00000124713","GNMT","glycine N-methyltransferase","TES_vs_GFP","Hypermethylated"
"chr6",43042501,43043000,500,"*","6",8,12,0,6.29256388798592,0.841359670273574,2.12200754182456e-05,0.00958240475830527,78.3881617172729,"Promoter (1-2kb)",6,43040130,43040913,784,2,"9820","ENST00000683320.1",-1588,"ENSG00000044090","CUL7","cullin 7","TES_vs_GFP","Hypermethylated"
"chr6",43052001,43052500,500,"*","6",10,10,0,6.03317827064483,0.650616673576433,0.000275611652311248,0.0221995249485186,65.4888898807584,"Promoter (<=1kb)",6,43049099,43052796,3698,2,"9820","ENST00000688707.1",296,"ENSG00000044090","CUL7","cullin 7","TES_vs_GFP","Hypermethylated"
"chr6",43052501,43053000,500,"*","6",14,7,0,5.52800989357782,0.305604413450195,0.000489338337760718,0.0281127206952951,46.1420403141692,"Promoter (<=1kb)",6,43049099,43052796,3698,2,"9820","ENST00000688707.1",0,"ENSG00000044090","CUL7","cullin 7","TES_vs_GFP","Hypermethylated"
"chr6",43220501,43221000,500,"*","6",15,7.5,0,5.62547017957618,0.369599762416403,0.000489338337760718,0.0281127206952951,49.366832622456,"Promoter (<=1kb)",6,43220566,43221278,713,1,"23113","ENST00000512423.1",0,"ENSG00000112659","CUL9","cullin 9","TES_vs_GFP","Hypermethylated"
"chr6",43999001,43999500,500,"*","6",21,10.5,0,6.10247120267899,0.699021971101748,0.000145533241917837,0.0177288155785391,68.7110965888961,"Promoter (1-2kb)",6,44000580,44005150,4571,1,"221416","ENST00000442114.6",-1080,"ENSG00000181577","LINC03040","long intergenic non-protein coding RNA 3040","TES_vs_GFP","Hypermethylated"
"chr6",44074001,44074500,500,"*","6",7,8.5,0,5.7619578859433,0.48468714362707,0.00140593075987609,0.0479296634954753,54.2652936422087,"Promoter (<=1kb)",6,43995773,44074580,78808,2,"101929705","ENST00000652850.1",80,"ENSG00000237686","SCIRT","stem cell inhibitory RNA transcript","TES_vs_GFP","Hypermethylated"
"chr6",44140001,44140500,500,"*","6",8,9.5,0,5.94308449320917,0.595475563579954,0.000182529325304737,0.0207554463395178,61.524302557805,"Promoter (<=1kb)",6,44139712,44155519,15808,1,"55362","ENST00000533121.1",289,"ENSG00000137216","TMEM63B","transmembrane protein 63B","TES_vs_GFP","Hypermethylated"
"chr6",44728001,44728500,500,"*","6",15,13.5,1,2.94448163550243,1.05286493210703,0.000456927458704449,0.0281127206952951,7.69798913811033,"Promoter (<=1kb)",6,44727921,44830188,102268,1,"101929770","ENST00000671451.1",80,NA,"LOC101929770","uncharacterized LOC101929770","TES_vs_GFP","Hypermethylated"
"chr6",44956001,44956500,500,"*","6",19,9,0,5.88223525639934,0.542554300312352,6.88403771974903e-05,0.0137575259285099,58.9833253847484,"Promoter (<=1kb)",6,44829767,44955510,125744,2,"8464","ENST00000371458.1",-491,"ENSG00000196284","SUPT3H","SPT3 homolog, SAGA and STAGA complex component","TES_vs_GFP","Hypermethylated"
"chr6",53064001,53064500,500,"*","6",26,13,0.5,3.739011692626,0.966479859478397,0.000325806295515911,0.0249351170750558,13.3522567142265,"Promoter (<=1kb)",6,53064998,53097888,32891,1,"26268","ENST00000370939.7",-498,"ENSG00000112146","FBXO9","F-box protein 9","TES_vs_GFP","Hypermethylated"
"chr6",53088501,53089000,500,"*","6",17,7,0,5.52797152180383,0.304180348499443,0.000978324053118296,0.0375689514448215,46.1408130774029,"Promoter (1-2kb)",6,53090892,53097904,7013,1,"26268","ENST00000474457.1",-1892,"ENSG00000112146","FBXO9","F-box protein 9","TES_vs_GFP","Hypermethylated"
"chr6",56785501,56786000,500,"*","6",19,10,0,6.03317827064483,0.650616673576433,0.000275611652311248,0.0221995249485186,65.4888898807584,"Promoter (<=1kb)",6,56670675,56785879,115205,2,"667","ENST00000522538.5",0,"ENSG00000151914","DST","dystonin","TES_vs_GFP","Hypermethylated"
"chr6",57012001,57012500,500,"*","6",5,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757,"Promoter (1-2kb)",6,57013809,57018471,4663,1,"221336","ENST00000484701.1",-1309,"ENSG00000151917","BEND6","BEN domain containing 6","TES_vs_GFP","Hypermethylated"
"chr6",72620001,72620500,500,"*","6",18,10,0,6.03332485099947,0.6513162378672,0.000147450062082648,0.0177742098129885,65.4955440052306,"Promoter (1-2kb)",6,72621792,73198848,577057,1,"56479","ENST00000342056.6",-1292,"ENSG00000185760","KCNQ5","potassium voltage-gated channel subfamily Q member 5","TES_vs_GFP","Hypermethylated"
"chr6",72620501,72621000,500,"*","6",13,7,0,5.52799070756349,0.30489222672951,0.000978324053118296,0.0375689514448215,46.1414266876333,"Promoter (<=1kb)",6,72621792,73198848,577057,1,"56479","ENST00000342056.6",-792,"ENSG00000185760","KCNQ5","potassium voltage-gated channel subfamily Q member 5","TES_vs_GFP","Hypermethylated"
"chr6",73367501,73368000,500,"*","6",15,7,0,5.52797152180383,0.304180348499443,0.000978324053118296,0.0375689514448215,46.1408130774029,"Promoter (1-2kb)",6,73369704,73387717,18014,1,"106478938","ENST00000445350.2",-1704,"ENSG00000231332","OOEP-AS1","OOEP antisense RNA 1","TES_vs_GFP","Hypermethylated"
"chr6",73395001,73395500,500,"*","6",25,15.5,0.5,3.99993503521631,1.1571987894648,2.06467766815374e-05,0.00958240475830527,15.9992795337151,"Promoter (<=1kb)",6,73369210,73395133,25924,2,"124901341","ENST00000441145.1",0,NA,NA,NA,"TES_vs_GFP","Hypermethylated"
"chr6",73452501,73453000,500,"*","6",22,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757,"Promoter (<=1kb)",6,73423711,73452297,28587,2,"115004","ENST00000370315.4",-204,"ENSG00000164430","CGAS","cyclic GMP-AMP synthase","TES_vs_GFP","Hypermethylated"
"chr6",73523001,73523500,500,"*","6",24,18,2.5,2.09869473234812,1.45420731063552,0.00075825031903543,0.0375689514448215,4.28321688783063,"Promoter (<=1kb)",6,73523618,73570533,46916,1,"124901342","ENST00000431108.5",-118,NA,"EEF1A1-AS1","EEF1A1 antisense RNA 1","TES_vs_GFP","Hypermethylated"
"chr6",77462501,77463000,500,"*","6",40,12,0,6.33190237706015,0.844818540815401,3.92915611181547e-05,0.0130507276524771,80.5550079988791,"Promoter (<=1kb)",6,77460924,77463491,2568,2,"3351","ENST00000369947.5",491,"ENSG00000135312","HTR1B","5-hydroxytryptamine receptor 1B","TES_vs_GFP","Hypermethylated"
"chr6",87329001,87329500,500,"*","6",21,11,0,6.16280927296792,0.746418849508173,0.000128485825358964,0.0166834751014474,71.6457525428166,"Promoter (<=1kb)",6,87282980,87329278,46299,2,"375519","ENST00000525899.6",0,"ENSG00000164411","GJB7","gap junction protein beta 7","TES_vs_GFP","Hypermethylated"
"chr6",88144501,88145000,500,"*","6",19,14,0,6.51931231963249,1.01077896861859,7.46666353438569e-06,0.00561312402451314,91.7294013739379,"Promoter (<=1kb)",6,88139864,88145274,5411,2,"1268","ENST00000468898.2",274,"ENSG00000118432","CNR1","cannabinoid receptor 1","TES_vs_GFP","Hypermethylated"
"chr6",89567001,89567500,500,"*","6",12,8,0,5.71674327807608,0.430157080807857,0.000244765370137364,0.0217239916706777,52.5909727968451,"Promoter (<=1kb)",6,89566976,89631500,64525,1,"22881","ENST00000520793.5",25,"ENSG00000135299","ANKRD6","ankyrin repeat domain 6","TES_vs_GFP","Hypermethylated"
"chr6",89622001,89622500,500,"*","6",10,7.5,0,5.62543181000885,0.368179764631761,0.000489338337760718,0.0281127206952951,49.3655196916106,"Promoter (<=1kb)",6,89621866,89631498,9633,1,"22881","ENST00000479572.1",135,"ENSG00000135299","ANKRD6","ankyrin repeat domain 6","TES_vs_GFP","Hypermethylated"
"chr6",90555001,90555500,500,"*","6",14,7.5,0,5.62543181000885,0.368179764631761,0.000489338337760718,0.0281127206952951,49.3655196916106,"Promoter (1-2kb)",6,90515683,90553464,37782,2,"6885","ENST00000369320.1",-1537,"ENSG00000135341","MAP3K7","mitogen-activated protein kinase kinase kinase 7","TES_vs_GFP","Hypermethylated"
"chr6",108175001,108175500,500,"*","6",24,14,0,6.51234280291554,1.009412503446,3.03497249896334e-06,0.00332277228902671,91.2873343803912,"Promoter (<=1kb)",6,108176104,108178147,2044,1,"7101","ENST00000484978.1",-604,"ENSG00000112333","NR2E1","nuclear receptor subfamily 2 group E member 1","TES_vs_GFP","Hypermethylated"
"chr6",108262501,108263000,500,"*","6",23,12,0.5,3.64481855080482,0.886641225136337,0.0001225772384867,0.0161166266587933,12.5083410045905,"Promoter (1-2kb)",6,108211513,108261246,49734,2,"8724","ENST00000368979.6",-1255,"ENSG00000112335","SNX3","sorting nexin 3","TES_vs_GFP","Hypermethylated"
"chr6",109759001,109759500,500,"*","6",3,0.5,4.5,-3.51858298141209,0.030357521166394,0.00104911477387448,0.0399807670763997,0.0872571412482066,"Promoter (<=1kb)",6,109758867,109762140,3274,1,"9896","ENST00000675516.1",134,"ENSG00000112367","FIG4","FIG4 phosphoinositide 5-phosphatase","TES_vs_GFP","Hypomethylated"
"chr6",116464501,116465000,500,"*","6",1,0.5,8,-4.33523666887515,0.510414307412152,3.83612621884416e-06,0.00384218787219042,0.0495408808701508,"Promoter (<=1kb)",6,116460739,116463692,2954,2,"116435295","ENST00000476099.1",-809,NA,"CALHM6-AS1","CALHM6 antisense RNA 1","TES_vs_GFP","Hypomethylated"
"chr6",119151001,119151500,500,"*","6",5,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757,"Promoter (1-2kb)",6,118959830,119149387,189558,2,"79632","ENST00000352896.9",-1614,"ENSG00000111879","FAM184A","family with sequence similarity 184 member A","TES_vs_GFP","Hypermethylated"
"chr6",127214001,127214500,500,"*","6",17,6.5,0,5.43008062225756,0.24005449380377,0.00133432827551199,0.0468148723918073,43.1138837294496,"Promoter (<=1kb)",6,127121106,127213609,92504,2,"105377989","ENST00000651421.1",-392,NA,"LOC105377989","uncharacterized LOC105377989","TES_vs_GFP","Hypermethylated"
"chr6",130890001,130890500,500,"*","6",6,10,0.5,3.38540600583265,0.70143027430519,0.00131623893545857,0.0468148723918073,10.449818689713,"Promoter (<=1kb)",6,130869659,130890424,20766,2,"2037","ENST00000456097.6",0,"ENSG00000079819","EPB41L2","erythrocyte membrane protein band 4.1 like 2","TES_vs_GFP","Hypermethylated"
"chr6",133889001,133889500,500,"*","6",17,13.5,1,2.93259529221555,1.05014905926413,0.000157413363538175,0.0187989674722654,7.63482607555091,"Promoter (<=1kb)",6,133889113,133892257,3145,1,"6943","ENST00000367882.5",0,"ENSG00000118526","TCF21","transcription factor 21","TES_vs_GFP","Hypermethylated"
"chr6",136823001,136823500,500,"*","6",35,12.5,0.5,3.70293555456711,0.928894328353149,6.64164227398555e-05,0.0137575259285099,13.0225092304315,"Promoter (<=1kb)",6,136823447,136913909,90463,1,"5191","ENST00000679286.1",0,"ENSG00000112357","PEX7","peroxisomal biogenesis factor 7","TES_vs_GFP","Hypermethylated"
"chr6",136823501,136824000,500,"*","6",21,14,1.5,2.44174615932453,1.12615507678364,0.000948550005864685,0.0375689514448215,5.43298912536961,"Promoter (<=1kb)",6,136823447,136913909,90463,1,"5191","ENST00000679286.1",54,"ENSG00000112357","PEX7","peroxisomal biogenesis factor 7","TES_vs_GFP","Hypermethylated"
"chr6",138402501,138403000,500,"*","6",8,7.5,0,5.62547017957618,0.369599762416403,0.000489338337760718,0.0281127206952951,49.366832622456,"Promoter (<=1kb)",6,138403531,138413173,9643,1,"23593","ENST00000448741.5",-531,"ENSG00000051620","HEBP2","heme binding protein 2","TES_vs_GFP","Hypermethylated"
"chr6",139246501,139247000,500,"*","6",9,9.5,0,5.96032613030607,0.598278812146354,0.000275611652311248,0.0221995249485186,62.2639902109999,"Promoter (<=1kb)",6,139159157,139245524,86368,2,"167838","ENST00000585874.5",-977,"ENSG00000164440","TXLNB","taxilin beta","TES_vs_GFP","Hypermethylated"
"chr6",144064501,144065000,500,"*","6",40,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Promoter (<=1kb)",6,143940302,144064599,124298,2,"5325","ENST00000437412.5",0,"ENSG00000118495","PLAGL1","PLAG1 like zinc finger 1","TES_vs_GFP","Hypermethylated"
"chr6",144149501,144150000,500,"*","6",25,8,0,5.71676246188377,0.430865207884751,0.000244765370137364,0.0217239916706777,52.5916721142946,"Promoter (<=1kb)",6,144150487,144188381,37895,1,"8676","ENST00000698355.1",-487,"ENSG00000135604","STX11","syntaxin 11","TES_vs_GFP","Hypermethylated"
"chr6",148965001,148965500,500,"*","6",16,13.5,1,2.93259584051071,1.0501362958749,0.000157413363538175,0.0187989674722654,7.63482897716136,"Promoter (<=1kb)",6,148955628,148964684,9057,2,"100128176","ENST00000413845.1",-317,NA,"UST-AS1","UST antisense RNA 1","TES_vs_GFP","Hypermethylated"
"chr6",149720001,149720500,500,"*","6",9,10,0.5,3.38540600583265,0.70143027430519,0.00131623893545857,0.0468148723918073,10.449818689713,"Promoter (1-2kb)",6,149682919,149718105,35187,2,"9113","ENST00000392273.7",-1896,"ENSG00000131023","LATS1","large tumor suppressor kinase 1","TES_vs_GFP","Hypermethylated"
"chr6",149861001,149861500,500,"*","6",10,9,0,5.88358056434996,0.543257235331859,6.12454862800645e-05,0.0135727932641176,59.0383527765292,"Promoter (1-2kb)",6,149863494,149919507,56014,1,"100652739","ENST00000606915.1",-1994,"ENSG00000268592","RAET1E-AS1","RAET1E antisense RNA 1","TES_vs_GFP","Hypermethylated"
"chr6",149888001,149888500,500,"*","6",11,14,1,2.9854849625491,1.08985237534949,0.00035248448389173,0.0264529645801617,7.91991508671921,"Promoter (1-2kb)",6,149890103,149919508,29406,1,"100652739","ENST00000446954.2",-1603,"ENSG00000268592","RAET1E-AS1","RAET1E antisense RNA 1","TES_vs_GFP","Hypermethylated"
"chr6",150370001,150370500,500,"*","6",14,22,0,7.15872348223179,1.53272210794186,5.86279845781587e-10,1.13201168969733e-05,142.886269853278,"Promoter (<=1kb)",6,150369977,150395532,25556,1,"389434","ENST00000425615.3",24,"ENSG00000009765","IYD","iodotyrosine deiodinase","TES_vs_GFP","Hypermethylated"
"chr6",150683501,150684000,500,"*","6",12,9.5,0,5.96032613030607,0.598278812146354,0.000275611652311248,0.0221995249485186,62.2639902109999,"Promoter (<=1kb)",6,150683612,150843350,159739,1,"57480","ENST00000644968.1",0,"ENSG00000120278","PLEKHG1","pleckstrin homology and RhoGEF domain containing G1","TES_vs_GFP","Hypermethylated"
"chr6",151342001,151342500,500,"*","6",17,18,1,3.35805273920989,1.36313332937891,1.39648900736002e-05,0.00788325701644067,10.2535582158598,"Promoter (<=1kb)",6,151341702,151349186,7485,1,"9590","ENST00000490177.1",299,"ENSG00000131016","AKAP12","A-kinase anchoring protein 12","TES_vs_GFP","Hypermethylated"
"chr6",152465001,152465500,500,"*","6",5,1,6,-3.1075554124972,0.322337272442136,0.000979085385032993,0.0375689514448215,0.116019932283553,"Promoter (<=1kb)",6,152461616,152464932,3317,2,"23345","ENST00000498751.1",-69,"ENSG00000131018","SYNE1","spectrin repeat containing nuclear envelope protein 1","TES_vs_GFP","Hypomethylated"
"chr6",154435501,154436000,500,"*","6",13,13,0,6.40658374968042,0.92719586929203,1.10360216332566e-05,0.00674353514489981,84.834768368295,"Promoter (1-2kb)",6,154414723,154434073,19351,2,"154043","ENST00000454664.2",-1428,"ENSG00000153721","CNKSR3","CNKSR family member 3","TES_vs_GFP","Hypermethylated"
"chr6",154436001,154436500,500,"*","6",8,13,1,2.87880555569109,1.01210628053992,0.000914678878623977,0.0375689514448215,7.35540895123834,"Promoter (1-2kb)",6,154414723,154434073,19351,2,"154043","ENST00000454664.2",-1928,"ENSG00000153721","CNKSR3","CNKSR family member 3","TES_vs_GFP","Hypermethylated"
"chr6",154994001,154994500,500,"*","6",17,9,0,5.8836189262807,0.54466398704491,6.12454862800645e-05,0.0135727932641176,59.0399226546032,"Promoter (<=1kb)",6,154995315,155257723,262409,1,"26230","ENST00000682666.1",-815,"ENSG00000146426","TIAM2","TIAM Rac1 associated GEF 2","TES_vs_GFP","Hypermethylated"
"chr6",154994501,154995000,500,"*","6",27,11,0.5,3.52185396813053,0.798086653611506,0.000442620675560181,0.0281127206952951,11.486393355274,"Promoter (<=1kb)",6,154995315,155257723,262409,1,"26230","ENST00000682666.1",-315,"ENSG00000146426","TIAM2","TIAM Rac1 associated GEF 2","TES_vs_GFP","Hypermethylated"
"chr6",155129001,155129500,500,"*","6",9,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Promoter (<=1kb)",6,155129172,155257662,128491,1,"26230","ENST00000360366.8",0,"ENSG00000146426","TIAM2","TIAM Rac1 associated GEF 2","TES_vs_GFP","Hypermethylated"
"chr6",155147501,155148000,500,"*","6",10,10.5,0.5,3.45473701935545,0.74952124264966,0.000731154549347838,0.0368089479892141,10.9642636446295,"Promoter (1-2kb)",6,155149109,155257200,108092,1,"26230","ENST00000456877.6",-1109,"ENSG00000146426","TIAM2","TIAM Rac1 associated GEF 2","TES_vs_GFP","Hypermethylated"
"chr6",155211001,155211500,500,"*","6",6,1.5,7,-2.80781124646796,0.508342856297868,0.000731154549347838,0.0368089479892141,0.142811964291301,"Promoter (<=1kb)",6,155211226,155232903,21678,1,"26230","ENST00000539296.1",0,"ENSG00000146426","TIAM2","TIAM Rac1 associated GEF 2","TES_vs_GFP","Hypomethylated"
"chr6",157169001,157169500,500,"*","6",9,11.5,1,2.70390063356068,0.886276087598929,0.000885103490523617,0.0375689514448215,6.51561172265344,"Promoter (<=1kb)",6,157170050,157208021,37972,1,"57492","ENST00000637741.1",-550,"ENSG00000049618","ARID1B","AT-rich interaction domain 1B","TES_vs_GFP","Hypermethylated"
"chr6",157191001,157191500,500,"*","6",14,11,0.5,3.52185374685786,0.798086653611506,0.000442610666643832,0.0281127206952951,11.486391593554,"Promoter (1-2kb)",6,157193471,157208695,15225,1,"57492","ENST00000636227.1",-1971,"ENSG00000049618","ARID1B","AT-rich interaction domain 1B","TES_vs_GFP","Hypermethylated"
"chr6",157593001,157593500,500,"*","6",22,13.5,0.5,3.82367896572197,1.01246523049926,0.00010712088304582,0.0161166266587933,14.1593090965203,"Promoter (<=1kb)",6,157593009,157645838,52830,1,"79683","ENST00000340347.7",0,"ENSG00000175048","ZDHHC14","zinc finger DHHC-type palmitoyltransferase 14","TES_vs_GFP","Hypermethylated"
"chr6",157631001,157631500,500,"*","6",8,12,0,6.29252105866604,0.840668718671499,2.10992522855541e-05,0.00958240475830527,78.3858346407083,"Promoter (<=1kb)",6,157631122,157673529,42408,1,"79683","ENST00000422910.2",0,"ENSG00000175048","ZDHHC14","zinc finger DHHC-type palmitoyltransferase 14","TES_vs_GFP","Hypermethylated"
"chr6",158017001,158017500,500,"*","6",20,12,0,6.29250188520547,0.839978040848585,2.10992522855541e-05,0.00958240475830527,78.3847928975266,"Promoter (<=1kb)",6,158017048,158099176,82129,1,"8871","ENST00000638626.1",0,"ENSG00000078269","SYNJ2","synaptojanin 2","TES_vs_GFP","Hypermethylated"
"chr6",158076501,158077000,500,"*","6",18,11.5,0.5,3.58415686732861,0.841677280269059,0.000222251852757869,0.0217239916706777,11.9933008004907,"Promoter (<=1kb)",6,158077680,158097854,20175,1,"8871","ENST00000367112.1",-680,"ENSG00000078269","SYNJ2","synaptojanin 2","TES_vs_GFP","Hypermethylated"
"chr6",158078001,158078500,500,"*","6",15,14.5,2,2.09849851865521,1.19906893099028,0.00143831407736382,0.0488396089466156,4.28263438866705,"Promoter (<=1kb)",6,158077680,158097854,20175,1,"8871","ENST00000367112.1",321,"ENSG00000078269","SYNJ2","synaptojanin 2","TES_vs_GFP","Hypermethylated"
"chr6",158281001,158281500,500,"*","6",10,8,0,5.71285919704693,0.428034506946894,0.000313707353142803,0.0242410264927834,52.4495757088431,"Promoter (<=1kb)",6,158282263,158312358,30096,1,"56995","ENST00000432358.1",-763,"ENSG00000130338","TULP4","TUB like protein 4","TES_vs_GFP","Hypermethylated"
"chr6",158572501,158573000,500,"*","6",11,12.5,0,6.35062485095263,0.883561222137565,2.12293309294465e-05,0.00958240475830527,81.6072176973445,"Promoter (<=1kb)",6,158573057,158635428,62372,1,"57583","ENST00000714120.1",-57,"ENSG00000146433","TMEM181","transmembrane protein 181","TES_vs_GFP","Hypermethylated"
"chr6",158573001,158573500,500,"*","6",21,15.5,0.5,4.01395435527203,1.16192431855058,6.0547448069716e-06,0.00483058848803727,16.1555096171358,"Promoter (<=1kb)",6,158573057,158635428,62372,1,"57583","ENST00000714120.1",0,"ENSG00000146433","TMEM181","transmembrane protein 181","TES_vs_GFP","Hypermethylated"
